Id,Title,Language,Chanel name,Owner,Duration,Size,Category id,Category,License code,Original License,Original Link,Create,Update,URL,NFT,License,Curator,Date,Comment,Mark it [!] if video is good! (Interesting/Quality),If the download speed is slow when viewed / in seconds.
27410,Joystream Community Call #16,en,Joystream Official,joystream,3576,171354060,13,Education,1002,original video for Joystrean,-,"September 2, 2022 7:24 PM (GMT+1)","September 2, 2022 7:24 PM (GMT+1)",https://play.joystream.org/video/27410,0,CC0,spat_sochi,"September 2, 2022",,,
27411,My Tutorial Video,en,MyTutorials Channel,JoyTutorial,11,37107572,13,Education,1002,original video,not found,"September 3, 2022 12:11 AM (GMT+1)","September 3, 2022 12:11 AM (GMT+1)",https://play.joystream.org/video/27411,0,CC0,spat_sochi,"September 2, 2022",,,
27417,How to Create a Bounty,en,MWG Official,MWG,117,104367221,14,Science & Technology,1002,original video for Joystream,-,"September 4, 2022 3:38 AM (GMT+1)","September 4, 2022 3:38 AM (GMT+1)",https://play.joystream.org/video/27417,0,CC0,Songoku,"September 4, 2022",,,
27418,How to buy an NFT on Joystream Atlas,en,MWG Official,MWG,100,30644030,14,Science & Technology,1002,original video for Joystream,-,"September 4, 2022 3:49 AM (GMT+1)","September 4, 2022 3:49 AM (GMT+1)",https://play.joystream.org/video/27418,0,CC0,Songoku,"September 4, 2022",,,
27420,How to sell an NFT on Joystream Atlas,en,MWG Official,MWG,90,15932947,14,Science & Technology,1002,original video for Joystream,-,"September 4, 2022 3:58 AM (GMT+1)","September 4, 2022 3:58 AM (GMT+1)",https://play.joystream.org/video/27420,0,CC0,Songoku,"September 4, 2022",,,
27421,How to Edit Cover Image of Joystream Channel,en,MWG Official,MWG,80,38470337,14,Science & Technology,1002,original video for Joystream,-,"September 4, 2022 4:04 AM (GMT+1)","September 4, 2022 4:04 AM (GMT+1)",https://play.joystream.org/video/27421,0,CC0,Songoku,"September 4, 2022",,,
27428,Joystream Community Call #16,ru,SwarGo,swargo,3576,2873979972,14,Science & Technology,1002,original video for Joystream,-,"September 4, 2022 12:48 PM (GMT+1)","September 4, 2022 12:48 PM (GMT+1)",https://play.joystream.org/video/27428,0,CC0,Songoku,"September 4, 2022",,,
27429,Joystream Community Call #16,ru,SwarGo,swargo,3576,2873979972,14,Science & Technology,1002,original video for Joystream,-,"September 4, 2022 1:00 PM (GMT+1)","September 4, 2022 1:00 PM (GMT+1)",https://play.joystream.org/video/27429,0,CC0,Songoku,"September 4, 2022",,,
27431,Arbitrum Nova Airdrop Пошаговое руководство,en,Content,igormig,399,224964864,13,Education,1002,original video for Joystream,-,"September 4, 2022 5:50 PM (GMT+1)","September 4, 2022 5:50 PM (GMT+1)",https://play.joystream.org/video/27431,0,CC0,Songoku,"September 4, 2022",still confirming if the author is originator of video,,
27432,Manta Network intro,en,Content,igormig,40,33168512,13,Education,1002,original video for Joystream,-,"September 4, 2022 6:09 PM (GMT+1)","September 4, 2022 6:09 PM (GMT+1)",https://play.joystream.org/video/27432,0,CC0,Songoku,"September 4, 2022",,,
27433,Manta Network intro logo,en,Content,igormig,7,12963261,1,Film & Animation,1002,original video for Joystream,-,"September 4, 2022 6:15 PM (GMT+1)","September 4, 2022 6:15 PM (GMT+1)",https://play.joystream.org/video/27433,0,CC0,Songoku,"September 4, 2022",,,
27434,Kyve network introduction,en,Content,igormig,75,42472566,13,Education,1002,original video for Joystream,-,"September 4, 2022 6:19 PM (GMT+1)","September 4, 2022 6:19 PM (GMT+1)",https://play.joystream.org/video/27434,0,CC0,Songoku,"September 4, 2022",,,
27435,Manta Network intro logo,en,Content,igormig,7,9043421,1,Film & Animation,1002,original video for Joystream,-,"September 4, 2022 6:23 PM (GMT+1)","September 4, 2022 6:23 PM (GMT+1)",https://play.joystream.org/video/27435,0,CC0,Songoku,"September 4, 2022",,,
27436,Manta Network intro logo,en,Content,igormig,7,21885551,1,Film & Animation,1002,original video for Joystream,-,"September 4, 2022 6:28 PM (GMT+1)","September 4, 2022 6:28 PM (GMT+1)",https://play.joystream.org/video/27436,0,CC0,Songoku,"September 4, 2022",,,
27437,Manta Network intro logo,en,Content,igormig,5,5657309,1,Film & Animation,1002,original video for Joystream,-,"September 4, 2022 6:30 PM (GMT+1)","September 4, 2022 6:30 PM (GMT+1)",https://play.joystream.org/video/27437,0,CC0,Songoku,"September 4, 2022",,,
27438,Как получить роли в Дискорд Арбитрум,en,PrettyFreak,prettyfreak,530,40334144,13,Education,1002,original video for Joystream,-,"September 4, 2022 7:34 PM (GMT+1)","September 4, 2022 7:34 PM (GMT+1)",https://play.joystream.org/video/27438,0,CC0,Songoku,"September 4, 2022",,,
27441,Добавить сеть в Метамаск,en,PrettyFreak,prettyfreak,96,6972573,13,Education,1002,original video for Joystream,-,"September 4, 2022 7:55 PM (GMT+1)","September 4, 2022 7:55 PM (GMT+1)",https://play.joystream.org/video/27441,0,CC0,Songoku,"September 4, 2022",,,
27445,Golden Protocol intro video,en,PrettyFreak,prettyfreak,10,4035114,10,Entertainment,1002,original video for Joystream,-,"September 4, 2022 8:08 PM (GMT+1)","September 4, 2022 8:08 PM (GMT+1)",https://play.joystream.org/video/27445,0,CC0,Songoku,"September 4, 2022",,,
