Name,Attributes,Forum Link,Forum Report Source,Grade Name,Group,Handbook Link,JSG Grading Status,Notion Link,Notion Source Link,Parent Score,Proposal Link,Score,Score Notes,Spot Check Completed,Submitted [Block],Subscores
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Storage,,Not Completed,,,Storage Score (Council%2020/Council%20Period%2017/Storage%20Score%20e60020dc2d6e4a2291435bd7b2d7fd38.md),,,,No,,"WG Summary (Council%2020/Council%20Period%2017/WG%20Summary%2005504130ab4a4bd98ab0b39816e73851.md), WG Period Plan (Council%2020/Council%20Period%2017/WG%20Period%20Plan%2038375ddbee9a42d5a6c359ca4d34b1ab.md), WG Opportunities (Council%2020/Council%20Period%2017/WG%20Opportunities%201a7be201799e460f82a7ec10c19861fd.md), Opening Score (Council%2020/Council%20Period%2017/Opening%20Score%20294708b6571e4959a8d14b312f2e3447.md), Bounty Score (Council%2020/Council%20Period%2017/Bounty%20Score%20c3a726e14f124b84a5ccf110cf24104b.md)"
Meeting score,"Forum Post, Master Score",,,MEETING_SCORE,Council,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring#council-handover-meeting,Not Completed,,,Network Performance Score (Council%2020/Council%20Period%2017/Network%20Performance%20Score%200ddf3e715ab04736b0cc1d42c2e7c02c.md),,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal",,,PLAN_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%205a548e3cdf55443788a28ccf381832ec.md),,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Forum,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,"General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%203b832fa0ddeb43119e8eba53efb22833.md), General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%20dcfe13fd78564a24b7effdeb38c199e4.md)",,,,No,,
Permanent Data Object Loss,"Catastrophic Errors, Grade, Spot Check",,,,Storage,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/storage-providers-score.md#permanent-data-object-loss,Not Completed,,,,,,,No,,
Pioneer Development,"Grade, Group Specific Scores, Spot Check, Subscore",,,PIONEER_DEVELOPMENT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#pioneer_development_score,Not Completed,,,Builder Score (Council%2020/Council%20Period%2017/Builder%20Score%209950d97dc9d6440e800b8e416ae7ff18.md),,,,No,,
Lead Opportunities,"Grade, Master Score",,,LEAD_OPPORTUNITIES_SCORE,Council,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring#lead-opportunities,Not Completed,,,Network Performance Score (Council%2020/Council%20Period%2017/Network%20Performance%20Score%200ddf3e715ab04736b0cc1d42c2e7c02c.md),,,,No,,
System,"Grade, Group Specific Scores, Spot Check, Subscore",,,SYSTEM_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/distributors-score#system_score,Not Completed,,,Distributor Score (Council%2020/Council%20Period%2017/Distributor%20Score%20e60dcce3b9104ab19fd650450981fe80.md),,,,No,,
Inadequate Report,"Catastrophic Errors, Grade, Spot Check",,,,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#inadequate-report,Not Completed,,,,,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Plan, Proposal",,,PLAN_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%205f089646db8342b09d8d858b4570b410.md),,,,No,,
Total Breaches of Policy,"Catastrophic Errors, Grade, Spot Check",,,TOTAL_BREACHES_OF_POLICY,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#moderation_score,Not Completed,,,"Moderation Score (Council%2020/Council%20Period%2017/Moderation%20Score%20a5b3694b955b4d18a6e56190d42b3ece.md), Curation Testing Score (Council%2020/Council%20Period%2017/Curation%20Testing%20Score%2012dc1cdccbe0459aafb44cd607010f45.md)",,,,No,,
Block time too low,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#block-time-too-low,Not Completed,,,,,,,No,,
Testing,"Grade, Group Specific Scores, Spot Check, Subscore",,,TESTING_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#testing_score,Not Completed,,,Builder Score (Council%2020/Council%20Period%2017/Builder%20Score%209950d97dc9d6440e800b8e416ae7ff18.md),,,,No,,
Inadequate Report,Catastrophic Errors,,,,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/marketers-score#inadequate-report,Not Completed,,,,,,,No,,
Forum Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",,,REPORT_SCORE,Forum,,Not Completed,,,Forum Score (Council%2020/Council%20Period%2017/Forum%20Score%20b36496d2540d4032ba79ad7572fabc63.md),,,,No,,
Upgrading non-Jsgenesis runtime,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#upgrading-non-jsgenesis-runtime,Not Completed,,,,,,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore, Summary",,https://dao.joystream.org/#/forum/category/11,SUMMARY_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Not Completed,"CWG summary (https://www.notion.so/CWG-summary-2a1c521512fe4f6cb2680a4f5e1bfe64?pvs=21) ",,General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%20e7764af658e0417cbc62a524ddfce242.md),,,,No,,
Interaction Logging Score,"Group Specific Scores, Subscore",,,INTERACTION_LOGGING_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#interaction_logging_score,Not Completed,,,HR Score (Council%2020/Council%20Period%2017/HR%20Score%20bb1c661e06254049b4005657e614e114.md),,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Marketing,,Not Completed,,,Forum Score (Council%2020/Council%20Period%2017/Forum%20Score%20b36496d2540d4032ba79ad7572fabc63.md),,,,No,,"WG Summary (Council%2020/Council%20Period%2017/WG%20Summary%20a7a647d45a374fcdb801e3c0bc555d95.md), WG Opportunities (Council%2020/Council%20Period%2017/WG%20Opportunities%203133df2b396949d5834747a1c6ea77bb.md), Opening Score (Council%2020/Council%20Period%2017/Opening%20Score%20149a2d25f0b64ae69db3c4a6cbbd9653.md), Bounty Score (Council%2020/Council%20Period%2017/Bounty%20Score%20106e51eafd23485ca206094c4172b63c.md), WG Period Plan (Council%2020/Council%20Period%2017/WG%20Period%20Plan%2055adec6872c14a718c91a394cd536e75.md), WG Summary (Council%2020/Council%20Period%2017/WG%20Summary%2044cc49f7d85c471d99baa03a41a510ee.md), WG Opportunities (Council%2020/Council%20Period%2017/WG%20Opportunities%2070163c9d58bf4dfaa5d9081dbdc1e9e3.md), Bounty Score (Council%2020/Council%20Period%2017/Bounty%20Score%207848f5e5b4d34f02b4ffc95f5cc4d41d.md), Opening Score (Council%2020/Council%20Period%2017/Opening%20Score%20c549353a22394b238e298bfd10391911.md)"
Report Score,Group Specific Scores,,,REPORT_SCORE,Marketing,,Not Completed,,,,,,,No,,
Total $tJOY exceeds tJOY_BUDGET,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#total-tjoy-exceeds-tjoy_budget,Not Completed,,,,,,,No,,
Featuring Score,"Group Specific Scores, Subscore",,,FEATURING_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#featuring_score,Not Completed,,,Content Score (Council%2020/Council%20Period%2017/Content%20Score%2098ae118323ba491991e86bb1f23e7c89.md),,,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore",,,SUMMARY_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Not Completed,,,General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%209b6d6a15d6644aa2b2f9ea3701ac2981.md),,,,No,,
Research Score,"Group Specific Scores, Subscore",,,RESEARCH_SCORE,Distributors,,Not Completed,,,,,,,No,,
Moderation Score,"Grade, Group Specific Scores, Spot Check",,,MODERATION_SCORE,Forum,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#moderation_score,Not Completed,,,Forum Score (Council%2020/Council%20Period%2017/Forum%20Score%20b36496d2540d4032ba79ad7572fabc63.md),,,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%205a548e3cdf55443788a28ccf381832ec.md),,,,No,,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,,,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%20804730bc893a4fd8bcc6de2cc9f1f11c.md),,,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Marketing,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,"General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%203b832fa0ddeb43119e8eba53efb22833.md), General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%20dcfe13fd78564a24b7effdeb38c199e4.md)",,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%205f089646db8342b09d8d858b4570b410.md),,,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Storage,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%209b6d6a15d6644aa2b2f9ea3701ac2981.md),,,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%205f089646db8342b09d8d858b4570b410.md),,,,No,,
Storage Report,"Document, Forum Post, Grade, Group Specific Scores, Proposal, Report",,https://dao.joystream.org/#/forum/category/13,REPORT_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#report_score,Not Completed,,,Storage Score (Council%2020/Council%20Period%2017/Storage%20Score%20e60020dc2d6e4a2291435bd7b2d7fd38.md),,,,No,,
Network Performance Score,"Composite Grade, Master Score, Overall Grade",,,NETWORK_PERFORMANCE_SCORE,Network,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#overview,Not Completed,,,,,,,No,,"Builder Score (Council%2020/Council%20Period%2017/Builder%20Score%209950d97dc9d6440e800b8e416ae7ff18.md), Content Score (Council%2020/Council%20Period%2017/Content%20Score%2098ae118323ba491991e86bb1f23e7c89.md), Distributor Score (Council%2020/Council%20Period%2017/Distributor%20Score%20e60dcce3b9104ab19fd650450981fe80.md), Storage Score (Council%2020/Council%20Period%2017/Storage%20Score%20e60020dc2d6e4a2291435bd7b2d7fd38.md), HR Score (Council%2020/Council%20Period%2017/HR%20Score%20bb1c661e06254049b4005657e614e114.md), Council Period Summary (Council%2020/Council%20Period%2017/Council%20Period%20Summary%204eebd7914f1345bfb473897a6c04928c.md), Council Period Plan (Council%2020/Council%20Period%2017/Council%20Period%20Plan%20d27cc017c3fa40299a64e93c7ac9445b.md), Lead Opportunities (Council%2020/Council%20Period%2017/Lead%20Opportunities%20fa6677e70ec648b0b80fee23dcb5fd09.md), Meeting score (Council%2020/Council%20Period%2017/Meeting%20score%20ff9df06e7aae4435aa0cf9290ebb12e2.md)"
WG Opportunities,"Document, Forum Post, General WG Score, Grade",,,WORKER_OPPORTUNITIES_SCORE,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,"General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%203b832fa0ddeb43119e8eba53efb22833.md), General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%20dcfe13fd78564a24b7effdeb38c199e4.md)",,,,No,,
Missed runtime upgrade,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#missed-runtime-upgrade,Not Completed,,,,,,,No,,
On chain Budget and Opening proposals without JOY equivalent,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#on-chain-budget-and-opening-proposals-without-joy-equivalent,Not Completed,,,,,,,No,,
Council Period Plan,"Document, Forum Post, Grade, Master Score, Proposal",,https://dao.joystream.org/#/forum/category/4,PLAN_SCORE,Council,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring#council-period-plan,Not Completed,,,Network Performance Score (Council%2020/Council%20Period%2017/Network%20Performance%20Score%200ddf3e715ab04736b0cc1d42c2e7c02c.md),,,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",,,SUMMARY_SCORE,Forum,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Not Completed,,,"General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%203b832fa0ddeb43119e8eba53efb22833.md), General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%20dcfe13fd78564a24b7effdeb38c199e4.md)",,,,No,,
Builders Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",,,REPORT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score,Not Completed,,,Builder Score (Council%2020/Council%20Period%2017/Builder%20Score%209950d97dc9d6440e800b8e416ae7ff18.md),,,,No,,
Recruiting Score,Group Specific Scores,,,RECRUITING_SCORE,Marketing,,Not Completed,,,,,,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%20804730bc893a4fd8bcc6de2cc9f1f11c.md),,,,No,,
Logging does not occur,"Catastrophic Errors, Grade, Spot Check",,,,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#catastrophic-errors,Not Completed,,,Content Score (Council%2020/Council%20Period%2017/Content%20Score%2098ae118323ba491991e86bb1f23e7c89.md),,,,No,,
Curation Testing Score,"Group Specific Scores, Subscore",,,CURATION_TESTING_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#moderation_score,Not Completed,,,Content Score (Council%2020/Council%20Period%2017/Content%20Score%2098ae118323ba491991e86bb1f23e7c89.md),,,,No,,Total Breaches of Policy (Council%2020/Council%20Period%2017/Total%20Breaches%20of%20Policy%20909c5f9295ca4674a81f6bcc64e36a74.md)
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,"General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%209b6d6a15d6644aa2b2f9ea3701ac2981.md), General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%20804730bc893a4fd8bcc6de2cc9f1f11c.md)",,,,No,,
Response Time,"Group Specific Scores, Subscore",,,RESPONSE_TIME_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#response_time_score,Not Completed,,,HR Score (Council%2020/Council%20Period%2017/HR%20Score%20bb1c661e06254049b4005657e614e114.md),,,,No,,
Moderation Score,"Group Specific Scores, Subscore",,,MODERATION_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#moderation_score,Not Completed,,,Content Score (Council%2020/Council%20Period%2017/Content%20Score%2098ae118323ba491991e86bb1f23e7c89.md),,,,No,,Total Breaches of Policy (Council%2020/Council%20Period%2017/Total%20Breaches%20of%20Policy%20909c5f9295ca4674a81f6bcc64e36a74.md)
WG Summary,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",,https://dao.joystream.org/#/forum/category/12,SUMMARY_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Not Completed,,,General WG Score (Council%2020/Council%20Period%2017/General%20WG%20Score%20804730bc893a4fd8bcc6de2cc9f1f11c.md),,,,No,,
