Id,Title,Language,Chanel name,Owner,Duration,Size,Category id,Category,License code,Original License,Original Link,Create,Update,URL,NFT,License,Curator,Date,Comment,Mark it [!] if video is good! (Interesting/Quality),If the download speed is slow when viewed / in seconds.
27302,4.Joystream DAO is owned and governed by its token holdersRU,ru,Harmonious psychologist,alenleps,366,600649777,13,Education,1002,Original video,Original video for Joystream,"August 13, 2022 10:23 AM (GMT+1)","August 13, 2022 10:23 AM (GMT+1)",https://play.joystream.org/video/27302,0,CC0,Songoku,"August 13, 2022",,,
27303,Moonbeam logo art,en,PrettyFreak,prettyfreak,8,5899910,10,Entertainment,1002,Original license,-,"August 13, 2022 7:55 PM (GMT+1)","August 13, 2022 7:55 PM (GMT+1)",https://play.joystream.org/video/27303,0,CC0,Songoku,"August 13, 2022",,,
27304,Moonbeam Network,en,PrettyFreak,prettyfreak,15,6666673,10,Entertainment,1002,Original license,-,"August 13, 2022 7:57 PM (GMT+1)","August 13, 2022 7:57 PM (GMT+1)",https://play.joystream.org/video/27304,0,CC0,Songoku,"August 13, 2022",,,
27305,How to count from 0 to 10 by adding 1,en,PrettyFreak,prettyfreak,149,13552970,12,Howto & Style,1002,Original video,Original video for Joystream,"August 13, 2022 8:01 PM (GMT+1)","August 13, 2022 8:01 PM (GMT+1)",https://play.joystream.org/video/27305,0,CC0,Songoku,"August 13, 2022",,,
27306,"Baby steps, making progress",en,Eclipsing Binary,eclipsingbinary,48,45186848,3,Music,1002,Original video,Original video for Joystream,"August 13, 2022 11:48 PM (GMT+1)","August 13, 2022 11:48 PM (GMT+1)",https://play.joystream.org/video/27306,0,CC0,Songoku,"August 13, 2022",,,
27307,How to Create Bounty,en,Joystream Tutorials by Songoku,songoku,117,104367221,12,Howto & Style,1002,Original video,Original video for Joystream,"August 14, 2022 8:27 AM (GMT+1)","August 14, 2022 8:27 AM (GMT+1)",https://play.joystream.org/video/27307,0,CC0,ferdikesh_studio,"August 16, 2022",,,
27308,How to Auction NFT (Open Type),en,Joystream Tutorials by Songoku,songoku,104,52269012,12,Howto & Style,1002,Original video,Original video for Joystream,"August 14, 2022 8:31 AM (GMT+1)","August 14, 2022 8:31 AM (GMT+1)",https://play.joystream.org/video/27308,0,CC0,ferdikesh_studio,"August 16, 2022",,,
27309,Manta Network,en,Content,igormig,16,4098291,1,Film & Animation,1002,Original video,Original video for Joystream,"August 14, 2022 5:17 PM (GMT+1)","August 14, 2022 5:17 PM (GMT+1)",https://play.joystream.org/video/27309,0,CC0,ferdikesh_studio,"August 16, 2022",,,
27310,Mavia,en,Content,igormig,10,2499245,1,Film & Animation,1002,Original video,Original video for Joystream,"August 14, 2022 5:24 PM (GMT+1)","August 14, 2022 5:24 PM (GMT+1)",https://play.joystream.org/video/27310,0,CC0,ferdikesh_studio,"August 16, 2022",,,
27311,Connext,en,Content,igormig,15,7987195,1,Film & Animation,1002,Original video,Original video for Joystream,"August 14, 2022 5:29 PM (GMT+1)","August 14, 2022 5:29 PM (GMT+1)",https://play.joystream.org/video/27311,0,CC0,ferdikesh_studio,"August 16, 2022",,,
27312,Connext,en,Content,igormig,15,2453029,1,Film & Animation,1002,Original video,Original video for Joystream,"August 14, 2022 5:36 PM (GMT+1)","August 14, 2022 5:36 PM (GMT+1)",https://play.joystream.org/video/27312,0,CC0,ferdikesh_studio,"August 16, 2022",,,
27313,ZkLend,en,Content,igormig,63,7142104,13,Education,1002,Original video,Original video for Joystream,"August 14, 2022 5:59 PM (GMT+1)","August 14, 2022 5:59 PM (GMT+1)",https://play.joystream.org/video/27313,0,CC0,ferdikesh_studio,"August 16, 2022",,,
27315,Joystream,en,Content,igormig,67,10951019,13,Education,1002,Original video,Original video for Joystream,"August 14, 2022 6:23 PM (GMT+1)","August 14, 2022 6:23 PM (GMT+1)",https://play.joystream.org/video/27315,0,CC0,ferdikesh_studio,"August 16, 2022",,,
27254,How to Mint your Joystream Video into an NFT,en,MWG Official,MWG,129,78808091,14,Science & Technology,1002,Original video,Original video for Joystream,"August 2, 2022 5:07 PM (GMT+1)","August 2, 2022 5:07 PM (GMT+1)",https://play.joystream.org/video/27254,0,CC0,prontera,"August 17, 2022",,,
27276,How to Sell a Joystream Atlas NFT (Fixed Price),en,Joystream Tutorials by Songoku,songoku,90,15932947,12,Howto & Style,1002,Original video,Original video for Joystream,"August 7, 2022 3:09 AM (GMT+1)","August 7, 2022 3:09 AM (GMT+1)",https://play.joystream.org/video/27276,0,CC0,prontera,"August 17, 2022",,,
27285,How to Buy a Joystream Atlas NFT (Fixed Price),en,Joystream Tutorials by Songoku,songoku,100,30644030,12,Howto & Style,1002,Original video,Original video for Joystream,"August 8, 2022 3:52 AM (GMT+1)","August 8, 2022 3:52 AM (GMT+1)",https://play.joystream.org/video/27285,0,CC0,prontera,"August 17, 2022",,,
27291,Joystream intro,en,test_hsn,tes_hsn,7,723172,1,Film & Animation,1002,Original video,Original video for Joystream,"August 10, 2022 11:37 AM (GMT+1)","August 10, 2022 11:37 AM (GMT+1)",https://play.joystream.org/video/27291,0,CC0,prontera,"August 17, 2022",,,
27292,Nice move,en,Ahiskali NFT's,ahiskali,8,28662556,10,Entertainment,1002,Original video,Original video for Joystream,"August 10, 2022 2:27 PM (GMT+1)","August 10, 2022 2:27 PM (GMT+1)",https://play.joystream.org/video/27292,0,CC0,prontera,"August 17, 2022",,,
27293,In Search of The Pyramid of Fire,en,SatoriD,infinteimaginarium,312,212710492,10,Entertainment,1002,Original video,Original video for Joystream,"August 10, 2022 3:32 PM (GMT+1)","August 10, 2022 3:32 PM (GMT+1)",https://play.joystream.org/video/27293,27293,CC0,prontera,"August 17, 2022",,,
27294,COLLECTING THINGS 🪙 IELTS Speaking Part 1 | Model Answers,en,Success with IELTS,vaaanish,911,1173985699,13,Education,1002,Original video,Original video for Joystream,"August 10, 2022 6:36 PM (GMT+1)","August 10, 2022 6:36 PM (GMT+1)",https://play.joystream.org/video/27294,0,CC0,prontera,"August 17, 2022",,,
27295,IMG5,en,drog,droginfo,58,6502240,8,People & Blogs,1002,Original video,Original video for Joystream,"August 10, 2022 7:02 PM (GMT+1)","August 10, 2022 7:02 PM (GMT+1)",https://play.joystream.org/video/27295,0,CC0,prontera,"August 17, 2022",,,
27296,Че По Нодам #36 | Боли тестнетов и мейннетов | CryptoLodes.,ru,CryptoLodes.,cryptolodes,5404,638928400,14,Science & Technology,1002,Original video,Original video for Joystream,"August 10, 2022 9:03 PM (GMT+1)","August 10, 2022 9:03 PM (GMT+1)",https://play.joystream.org/video/27296,0,CC0,prontera,"August 17, 2022",,,
27297,Cube Relay,en,CubeWorld,thecuber,70,148441944,10,Entertainment,1002,Original video,-,"August 11, 2022 10:30 AM (GMT+1)","August 11, 2022 10:30 AM (GMT+1)",https://play.joystream.org/video/27297,0,CC0,prontera,"August 17, 2022",,,
27298,how big of a cube can you solve in 1 minute?,en,CubeWorld,thecuber,8,16443683,10,Entertainment,1002,Original video,-,"August 11, 2022 10:39 AM (GMT+1)","August 11, 2022 10:39 AM (GMT+1)",https://play.joystream.org/video/27298,0,CC0,prontera,"August 17, 2022",,,
27299,God of War 3 Remastered (PS5) - Gameplay Walkthrough Part 1,en,D.J.Games,arishem,1912,517028532,10,Entertainment,1002,Original license,https://www.youtube.com/watch?v=NqYHQqMgd4Q&ab_channel=Shirrako,"August 11, 2022 11:32 PM (GMT+1)","August 11, 2022 11:32 PM (GMT+1)",https://play.joystream.org/video/27299,0,CC0,prontera,"August 17, 2022",,,
27300,Video,en,Guides,olgakuzia,5,8198345,15,Nonprofits & Activism,1002,Original video,Original video for Joystream,"August 12, 2022 6:10 AM (GMT+1)","August 12, 2022 6:10 AM (GMT+1)",https://play.joystream.org/video/27300,0,CC0,prontera,"August 17, 2022",,,
27301,Atlas subtitles preview,en,Atlas dev,klaudiusz,25,93892775,14,Science & Technology,1002,stockvideo,stockvideo,"August 12, 2022 9:21 AM (GMT+1)","August 12, 2022 9:21 AM (GMT+1)",https://play.joystream.org/video/27301,0,CC0,prontera,"August 17, 2022",,,
27317,14741,en,abramariia_test,joystream_test,24,13208090,4,Pets & Animals,1002,Original video,Original video for Joystream,"August 15, 2022 6:18 AM (GMT+1)","August 15, 2022 6:18 AM (GMT+1)",https://play.joystream.org/video/27317,0,CC0,prontera,"August 17, 2022",,,
27318,9558,en,abramariia_test,joystream_test,24,13208090,15,Nonprofits & Activism,1002,Original video,Original video for Joystream,"August 15, 2022 6:27 AM (GMT+1)","August 15, 2022 6:27 AM (GMT+1)",https://play.joystream.org/video/27318,0,CC0,prontera,"August 17, 2022",,,
27319,9558,en,abramariia_test,joystream_test,24,13208090,15,Nonprofits & Activism,1002,dublicate,dublicate,"August 15, 2022 6:30 AM (GMT+1)","August 15, 2022 6:30 AM (GMT+1)",https://play.joystream.org/video/27319,0,CC0,prontera,"August 17, 2022",dublicate,,
27321,Adding connections,en,Eclipsing Binary,eclipsingbinary,73,73561644,10,Entertainment,1002,Original video,Original video for Joystream,"August 15, 2022 2:13 PM (GMT+1)","August 15, 2022 2:13 PM (GMT+1)",https://play.joystream.org/video/27321,0,CC0,prontera,"August 17, 2022",,,
27322,VID-20220815-WA0045,en,Mayor's Tee,7185,10,8988373,1,Film & Animation,1002,not work,not work,"August 15, 2022 10:44 PM (GMT+1)","August 15, 2022 10:44 PM (GMT+1)",https://play.joystream.org/video/27322,27322,CC0,prontera,"August 17, 2022",not work,,
27323,MTCG Ecosystem 001,en,InfiniteImaginarium,infinteimaginarium,3144,2115149493,10,Entertainment,1002,Original video,Original video for Joystream,"August 16, 2022 5:32 PM (GMT+1)","August 16, 2022 5:32 PM (GMT+1)",https://play.joystream.org/video/27323,0,CC0,prontera,"August 17, 2022",,,
27324,How to Create a Proposal in Joystream Pioneer,en,Joystream Tutorials by Songoku,songoku,103,15106535,12,Howto & Style,1002,Original video,Original video for Joystream,"August 17, 2022 3:17 AM (GMT+1)","August 17, 2022 3:17 AM (GMT+1)",https://play.joystream.org/video/27324,0,CC0,skipper,"August 17, 2022",,,
27316,How to Like a Video in Joystream Atlas,en,Joystream Tutorials by Songoku,songoku,71,19875658,12,Howto & Style,1002,Original video,Original video for Joystream,"August 15, 2022 2:14 AM (GMT+1)","August 15, 2022 2:14 AM (GMT+1)",https://play.joystream.org/video/27316,0,CC0,skipper,"August 17, 2022",,,
26126,【二米炊烟】一道属于春天的菜，特色油菜饭，饭比菜更香,de,Dovbnia,dovbnia,159,45919475,8,People & Blogs,1003,Standart YT license!,https://www.youtube.com/watch?v=uvrqboSU5mQ,"March 28, 2022 3:31 PM (GMT+1)","March 28, 2022 3:31 PM (GMT+1)",https://play.joystream.org/video/26126,0,CC_BY,skipper,"August 17, 2022",,,
26127,探秘舌尖上的老味道：6旬鲁菜大师41年只做传统菜,de,Dovbnia,dovbnia,334,91555208,8,People & Blogs,1003,Creative Commons,https://www.youtube.com/watch?v=OuyCFpgtUNI,"March 28, 2022 3:31 PM (GMT+1)","March 28, 2022 3:31 PM (GMT+1)",https://play.joystream.org/video/26127,0,CC_BY,skipper,"August 17, 2022",,,
26155,讨厌旅行,en,Draicx,mmaxatt,309,96545372,6,Travel & Events,1002,Creative Commons,https://www.youtube.com/watch?v=1sY_ZiyQND4,"March 28, 2022 3:32 PM (GMT+1)","March 28, 2022 3:32 PM (GMT+1)",https://play.joystream.org/video/26155,0,CC0,skipper,"August 17, 2022",,,
26125,炒粉界的“无影手”50秒出锅 苦练快炒做梦都在颠勺,de,Dovbnia,dovbnia,361,109154436,8,People & Blogs,1003,Creative Commons,https://www.youtube.com/watch?v=k2wZwbyUTe4,"March 28, 2022 3:31 PM (GMT+1)","March 28, 2022 3:31 PM (GMT+1)",https://play.joystream.org/video/26125,0,CC_BY,skipper,"August 17, 2022",,,
27211,What about withdrawal of tJoy,en,MWG Official,MWG,63,30141417,14,Science & Technology,1002,Original video,Original video for Joystream,"July 26, 2022 12:43 PM (GMT+1)","July 26, 2022 12:43 PM (GMT+1)",https://play.joystream.org/video/27211,0,CC0,skipper,"August 17, 2022",,,
