Name,Attributes,Forum Link,Forum Report Source,Grade Name,Group,Handbook Link,JSG Grading Status,Notion Link,Notion Source Link,Parent Score,Proposal Link,Score,Score Notes,Spot Check Completed,Submitted [Block],Subscores
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore, Summary",https://dao.joystream.org/#/forum/thread/515,,SUMMARY_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,,,General WG Score (Council%2016/Council%20Period%2016/General%20WG%20Score%20709728f03e934b87875b15a001c74c5f.md),,1,On time,No,1748347,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,,,,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2016/Council%20Period%2016/General%20WG%20Score%204a71c61c988847dc8540022235694566.md),,,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2016/Council%20Period%2016/General%20WG%20Score%20a2d56bb0de7344cbbe8f0e61278bf390.md),,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2016/Council%20Period%2016/General%20WG%20Score%204a71c61c988847dc8540022235694566.md),,,,No,,
General WG Score,"Composite Grade, General WG Score, Subscore",,,GENERAL_WG_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#general_wg_score,Not Completed,,,Builder Score (Council%2016/Council%20Period%2016/Builder%20Score%20ad55922df6124bbdb2a9ea173085576e.md),,,,No,,"WG Period Plan (Council%2016/Council%20Period%2016/WG%20Period%20Plan%209d3f9b9219f84f79b9d1e3321ab55fa0.md), WG Summary (Council%2016/Council%20Period%2016/WG%20Summary%2033d33a4f799a44518a9a5e3d2e485e4b.md), WG Opportunities (Council%2016/Council%20Period%2016/WG%20Opportunities%2051f20ab90d9748d6a442959110f45dd4.md), Opening Score (Council%2016/Council%20Period%2016/Opening%20Score%207d396f5682c441af9446fb90c43b2ba8.md), Bounty Score (Council%2016/Council%20Period%2016/Bounty%20Score%200c7b7f5ee2444cf384c6f5ee8d5340c6.md)"
Pioneer Development,"Grade, Group Specific Scores, Spot Check, Subscore",,,PIONEER_DEVELOPMENT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#pioneer_development_score,Not Completed,,,Builder Score (Council%2016/Council%20Period%2016/Builder%20Score%20ad55922df6124bbdb2a9ea173085576e.md),,,,No,,
System,"Grade, Group Specific Scores, Spot Check, Subscore",,,SYSTEM_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/distributors-score#system_score,Not Completed,,,Distributor Score (Council%2016/Council%20Period%2016/Distributor%20Score%2082625eab1c6c4cf6a80976595cdfafd5.md),,,,No,,
Permanent Data Object Loss,"Catastrophic Errors, Grade, Spot Check",,,,Storage,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/storage-providers-score.md#permanent-data-object-loss,Not Completed,,,,,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Marketing,,Not Completed,,,Forum Score (Council%2016/Council%20Period%2016/Forum%20Score%206e496c8d4d5945ef97f91f39cf10e4a2.md),,,,No,,"WG Summary (Council%2016/Council%20Period%2016/WG%20Summary%207da5a9d795194fd6bf1f45b4b8ab00bd.md), WG Opportunities (Council%2016/Council%20Period%2016/WG%20Opportunities%20cd52affe8089491298d717672f22b0d7.md), Opening Score (Council%2016/Council%20Period%2016/Opening%20Score%2031546412016149fcbfd6a7a251b5befa.md), Bounty Score (Council%2016/Council%20Period%2016/Bounty%20Score%20e7dc70ba2718472f8e2740974d59c778.md), WG Period Plan (Council%2016/Council%20Period%2016/WG%20Period%20Plan%2041748fc1df444b8ca2c5eba917106bff.md), WG Summary (Council%2016/Council%20Period%2016/WG%20Summary%20eb1216eb0be545f69bed9a27246acebf.md), WG Opportunities (Council%2016/Council%20Period%2016/WG%20Opportunities%20d00e03b998f748588e0896d1e1db3660.md), Bounty Score (Council%2016/Council%20Period%2016/Bounty%20Score%205308be09cc854bec85ebcf0ad77b1c3b.md), Opening Score (Council%2016/Council%20Period%2016/Opening%20Score%2008890b3928be42e6a84308634c1d8878.md)"
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",https://dao.joystream.org/#/forum/thread/460,,PLAN_SCORE,Forum,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2016/Council%20Period%2016/General%20WG%20Score%201890691a93c244fa9ad479d499f12c16.md),,1,On time,No,1635122,
Distributor Score,"Composite Grade, Master Score",,,DISTRIBUTOR_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/distributors-score.md#score,Not Completed,,,Network Performance Score (Council%2016/Council%20Period%2016/Network%20Performance%20Score%202710eb21d7d84f79bed618a5e2acc10a.md),,,,No,,"System (Council%2016/Council%20Period%2016/System%207f8c940f23174fd78d039aa08f452c27.md), General WG Score (Council%2016/Council%20Period%2016/General%20WG%20Score%20709728f03e934b87875b15a001c74c5f.md), Distributors Report (Council%2016/Council%20Period%2016/Distributors%20Report%20cbe969c071c2431cb40be43226da0c91.md)"
Marketing Report,"Document, Forum Post, Proposal, Report",https://dao.joystream.org/#/forum/thread/518,,REPORT_SCORE,Marketing,,Data input - grading req,,,,,,On time,No,1749147,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Storage,,Not Completed,,,Storage Score (Council%2016/Council%20Period%2016/Storage%20Score%201541aca324c7405c9ac67b3d45afa65c.md),,,,No,,"WG Summary (Council%2016/Council%20Period%2016/WG%20Summary%2005a282fd19214f29bcc1c812b6185d8f.md), WG Period Plan (Council%2016/Council%20Period%2016/WG%20Period%20Plan%208e88ead7376c42a481c69c2917df7c53.md), WG Opportunities (Council%2016/Council%20Period%2016/WG%20Opportunities%2051f20ab90d9748d6a442959110f45dd4.md), Opening Score (Council%2016/Council%20Period%2016/Opening%20Score%207259652010fa4697a539d859323b8c1b.md), Bounty Score (Council%2016/Council%20Period%2016/Bounty%20Score%20f9345867f70748ffbe02c9eb654ba097.md)"
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Marketing,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,"General WG Score (Council%2016/Council%20Period%2016/General%20WG%20Score%201890691a93c244fa9ad479d499f12c16.md), General WG Score (Council%2016/Council%20Period%2016/General%20WG%20Score%20437d91370adb4d6ca3b117a518d78c6a.md)",,,,No,,
Council Period Plan,"Document, Forum Post, Grade, Master Score, Proposal",https://dao.joystream.org/#/forum/thread/465,https://dao.joystream.org/#/forum/category/4,PLAN_SCORE,Council,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring#council-period-plan,Completed,,,Network Performance Score (Council%2016/Council%20Period%2016/Network%20Performance%20Score%202710eb21d7d84f79bed618a5e2acc10a.md),,1,On time,No,1641709,
Network Performance Score,"Composite Grade, Master Score, Overall Grade",,,NETWORK_PERFORMANCE_SCORE,Network,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#overview,Not Completed,,,,,,,No,,"Builder Score (Council%2016/Council%20Period%2016/Builder%20Score%20ad55922df6124bbdb2a9ea173085576e.md), Content Score (Council%2016/Council%20Period%2016/Content%20Score%20fa5ad2b78e4e47399f46f0e689f9f25f.md), Distributor Score (Council%2016/Council%20Period%2016/Distributor%20Score%2082625eab1c6c4cf6a80976595cdfafd5.md), Storage Score (Council%2016/Council%20Period%2016/Storage%20Score%201541aca324c7405c9ac67b3d45afa65c.md), HR Score (Council%2016/Council%20Period%2016/HR%20Score%203a0598bd7d8f446d985038f19c9474f3.md), Council Period Summary (Council%2016/Council%20Period%2016/Council%20Period%20Summary%203b67551310ca43229eb1b65bee2b6f34.md), Council Period Plan (Council%2016/Council%20Period%2016/Council%20Period%20Plan%206c92c8cc8ae0463cbace6d965c6c13c9.md), Lead Opportunities (Council%2016/Council%20Period%2016/Lead%20Opportunities%20d202830d89fb499f9e0cbaa48efd6335.md), Meeting score (Council%2016/Council%20Period%2016/Meeting%20score%2078c0121b690c4220a1f7385bf9b13d40.md)"
Moderation Score,"Group Specific Scores, Subscore",,,MODERATION_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#moderation_score,Not Completed,,,Content Score (Council%2016/Council%20Period%2016/Content%20Score%20fa5ad2b78e4e47399f46f0e689f9f25f.md),,,,No,,Total Breaches of Policy (Council%2016/Council%20Period%2016/Total%20Breaches%20of%20Policy%207412b9862f5e4068ae389f85147ff270.md)
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,Not Completed,,,Distributor Score (Council%2016/Council%20Period%2016/Distributor%20Score%2082625eab1c6c4cf6a80976595cdfafd5.md),,,,No,,"WG Period Plan (Council%2016/Council%20Period%2016/WG%20Period%20Plan%20650661a8a25b4194b34f7145434b3d03.md), WG Summary (Council%2016/Council%20Period%2016/WG%20Summary%206031159c019443b5a2906da712371e6c.md), WG Opportunities (Council%2016/Council%20Period%2016/WG%20Opportunities%209e4e44bba48c4f64975f935bcbcceab7.md), Opening Score (Council%2016/Council%20Period%2016/Opening%20Score%20ef0fdfcfae464ba0b55154b57d4328df.md), Bounty Score (Council%2016/Council%20Period%2016/Bounty%20Score%20d5dc797fd1444e1f9416adb9f8f24ab3.md)"
Total Breaches of Policy,"Catastrophic Errors, Grade, Spot Check",,,TOTAL_BREACHES_OF_POLICY,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#moderation_score,Not Completed,,,"Moderation Score (Council%2016/Council%20Period%2016/Moderation%20Score%204c020261b37b4319bf4bfeaf690602a5.md), Curation Testing Score (Council%2016/Council%20Period%2016/Curation%20Testing%20Score%2043270426a4a245c58a7136ce37351561.md)",,,,No,,
Workflow Violation,Catastrophic Errors,,,,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/marketers-score#inadequate-report-1,Not Completed,,,,,,,No,,
Storage Score,"Composite Grade, Master Score",,,STORAGE_SCORE,Storage,,Not Completed,,,Network Performance Score (Council%2016/Council%20Period%2016/Network%20Performance%20Score%202710eb21d7d84f79bed618a5e2acc10a.md),,,,No,,"Uploads (Council%2016/Council%20Period%2016/Uploads%206a35aca89a834478b33d431bbb6a9f17.md), General WG Score (Council%2016/Council%20Period%2016/General%20WG%20Score%200735b827ba6d46b3a0b69241944b06cd.md), System (Council%2016/Council%20Period%2016/System%20b59bb89470584e1898eefdade61a66df.md), Storage Report (Council%2016/Council%20Period%2016/Storage%20Report%2062caeac447e04c4aa74f82f4ce3b008c.md), Logging (Council%2016/Council%20Period%2016/Logging%203b6af68f8aaf40efb62ea1d2274e3318.md)"
WG Period Plan,"Document, Forum Post, General WG Score, Plan, Proposal",https://dao.joystream.org/#/forum/thread/463,,PLAN_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2016/Council%20Period%2016/General%20WG%20Score%20a2d56bb0de7344cbbe8f0e61278bf390.md),,1,On time,No,1636546,
Featuring Score,"Group Specific Scores, Subscore",,,FEATURING_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#featuring_score,Not Completed,,,Content Score (Council%2016/Council%20Period%2016/Content%20Score%20fa5ad2b78e4e47399f46f0e689f9f25f.md),,,,No,,
Response Time,"Group Specific Scores, Subscore",,,RESPONSE_TIME_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#response_time_score,Not Completed,,,HR Score (Council%2016/Council%20Period%2016/HR%20Score%203a0598bd7d8f446d985038f19c9474f3.md),,,,No,,
Builders Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",https://dao.joystream.org/#/forum/thread/526,,REPORT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score,Data input - grading req,,,Builder Score (Council%2016/Council%20Period%2016/Builder%20Score%20ad55922df6124bbdb2a9ea173085576e.md),,,On time,No,1761798,
Documentation Score,"Grade, Subscore",,,DOCUMENTATION_SCORE,Marketing,,Not Completed,,,,,,,No,,
System,"Grade, Group Specific Scores, Subscore",,,SYSTEM_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#system_score,Not Completed,,,Storage Score (Council%2016/Council%20Period%2016/Storage%20Score%201541aca324c7405c9ac67b3d45afa65c.md),,,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore, Summary",https://dao.joystream.org/#/forum/thread/536,https://dao.joystream.org/#/forum/category/11,SUMMARY_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,,,General WG Score (Council%2016/Council%20Period%2016/General%20WG%20Score%20a9ea3a4ccdfd4673b6c0c5e014e45143.md),,0.9,On time,No,1769226,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,General WG Score (Council%2016/Council%20Period%2016/General%20WG%20Score%20709728f03e934b87875b15a001c74c5f.md),,,,No,,
Content Report,"Forum Post, Group Specific Scores",https://dao.joystream.org/#/forum/thread/533,,REPORT_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#report_score,Data input - grading req,,,Content Score (Council%2016/Council%20Period%2016/Content%20Score%20fa5ad2b78e4e47399f46f0e689f9f25f.md),,,On time,No,1768823,
Interaction Logging Score,"Group Specific Scores, Subscore",,,INTERACTION_LOGGING_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#interaction_logging_score,Not Completed,,,HR Score (Council%2016/Council%20Period%2016/HR%20Score%203a0598bd7d8f446d985038f19c9474f3.md),,,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",https://dao.joystream.org/#/forum/thread/518,,SUMMARY_SCORE,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,,,General WG Score (Council%2016/Council%20Period%2016/General%20WG%20Score%20437d91370adb4d6ca3b117a518d78c6a.md),,1,On time,No,1749149,
Forum Score,"Composite Grade, Master Score",,,FORUM_SCORE,Forum,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#score,Not Completed,,,,,,,No,,"Forum Report (Council%2016/Council%20Period%2016/Forum%20Report%206579bef3dae3449e93b6ddf482452e30.md), General WG Score (Council%2016/Council%20Period%2016/General%20WG%20Score%201890691a93c244fa9ad479d499f12c16.md), Moderation Score (Council%2016/Council%20Period%2016/Moderation%20Score%20cb7246adfc5b4997968ba8c072fa4025.md), General WG Score (Council%2016/Council%20Period%2016/General%20WG%20Score%20437d91370adb4d6ca3b117a518d78c6a.md)"
Block time too low,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#block-time-too-low,Completed,,,,,,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2016/Council%20Period%2016/General%20WG%20Score%20a9ea3a4ccdfd4673b6c0c5e014e45143.md),,,,No,,
Inadequate Report,"Catastrophic Errors, Grade, Spot Check",,,,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#inadequate-report,Not Completed,,,,,,,No,,
No available sources for data object,"Catastrophic Errors, Grade, Spot Check",,,,Distributors,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/distributors-score.md#catastrophic-errors,Not Completed,,,,,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal",https://dao.joystream.org/#/forum/thread/439,,PLAN_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2016/Council%20Period%2016/General%20WG%20Score%20709728f03e934b87875b15a001c74c5f.md),,1,On time,No,1602775,
Distributors Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",https://dao.joystream.org/#/forum/thread/514,https://dao.joystream.org/#/forum/category/15,REPORT_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/distributors-score#report_score,Data input - grading req,,,Distributor Score (Council%2016/Council%20Period%2016/Distributor%20Score%2082625eab1c6c4cf6a80976595cdfafd5.md),,,On time,No,1748157,
Inadequate Report,Catastrophic Errors,,,,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/marketers-score#inadequate-report,Not Completed,,,,,,,No,,
Curation Testing Score,"Group Specific Scores, Subscore",,,CURATION_TESTING_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#moderation_score,Not Completed,,,Content Score (Council%2016/Council%20Period%2016/Content%20Score%20fa5ad2b78e4e47399f46f0e689f9f25f.md),,,,No,,Total Breaches of Policy (Council%2016/Council%20Period%2016/Total%20Breaches%20of%20Policy%207412b9862f5e4068ae389f85147ff270.md)
