Name,Group,Grade Name,Score,Handbook Link,Subscores,Parent Score,Attributes,JSG Grading Status
General WG Score,Marketing,GENERAL_WG_SCORE,0.68,,"WG Summary (Council%2012/Council%20Period%2012/WG%20Summary%203bbf0cd76b934f4cb64016d6eb0e0f0d.md), WG Opportunities (Council%2012/Council%20Period%2012/WG%20Opportunities%208518cc0906c7444f9090df6fc7d70e5a.md), Opening Score (Council%2012/Council%20Period%2012/Opening%20Score%20590deb26bb8c4756ae41a705a82cde2a.md), Bounty Score (Council%2012/Council%20Period%2012/Bounty%20Score%20f4c4b162b4ba43c1a1a33bd8157e25e9.md), WG Period Plan (Council%2012/Council%20Period%2012/WG%20Period%20Plan%20110c17aed0f84c3f8d8c32f04f4fa91c.md), WG Summary (Council%2012/Council%20Period%2012/WG%20Summary%203337c029436144908c4d38ce1924b199.md), WG Opportunities (Council%2012/Council%20Period%2012/WG%20Opportunities%2013998c084bd84941b8b18d0ddc6231b2.md), Bounty Score (Council%2012/Council%20Period%2012/Bounty%20Score%20d16d38eb26f747ae8f3f9b605d808f88.md), Opening Score (Council%2012/Council%20Period%2012/Opening%20Score%2091640463b6d147a29db57305e002fba4.md)",Forum Score (Council%2012/Council%20Period%2012/Forum%20Score%20058ae7e2edd64cc7abd0b755207262a5.md),"Composite Grade, General WG Score",Completed
General WG Score,Storage,GENERAL_WG_SCORE,0.82,,"WG Summary (Council%2012/Council%20Period%2012/WG%20Summary%20ccddd91c0d594c5cb2190af83512e3ab.md), WG Period Plan (Council%2012/Council%20Period%2012/WG%20Period%20Plan%2063b119cfc4a54e1d818d31fbc2c1f5e4.md), WG Opportunities (Council%2012/Council%20Period%2012/WG%20Opportunities%2065d0b516f87d495c910569bac92986e9.md), Opening Score (Council%2012/Council%20Period%2012/Opening%20Score%20acd2c971a4844047b777822341f58e79.md), Bounty Score (Council%2012/Council%20Period%2012/Bounty%20Score%20f08c2849d87647fc8bf1d628706d3ef0.md)",Storage Score (Council%2012/Council%20Period%2012/Storage%20Score%203968f349f7b845b9820cbd3eac936a96.md),"Composite Grade, General WG Score",Completed
General WG Score,HR,GENERAL_WG_SCORE,0.667,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,"WG Period Plan (Council%2012/Council%20Period%2012/WG%20Period%20Plan%20eff53aaf5e0e4e6690d39a2feb1d7a8c.md), WG Summary (Council%2012/Council%20Period%2012/WG%20Summary%20584d8ab08b9f46588a5238e9c3364315.md), WG Opportunities (Council%2012/Council%20Period%2012/WG%20Opportunities%2057c280a0ffbe48728af6596ac3a86bed.md), Opening Score (Council%2012/Council%20Period%2012/Opening%20Score%20125fddabf30444ffa28e7186fc498eb5.md), Bounty Score (Council%2012/Council%20Period%2012/Bounty%20Score%206ff6f56633db420ba73e08786322b4da.md)",HR Score (Council%2012/Council%20Period%2012/HR%20Score%20db46b31a95e24ab890ea00725ba164a4.md),"Composite Grade, General WG Score",Completed
General WG Score,Builders,GENERAL_WG_SCORE,0.639,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#general_wg_score,"WG Period Plan (Council%2012/Council%20Period%2012/WG%20Period%20Plan%20ae39e9ce4c504c9caec532ef992ca8e3.md), WG Summary (Council%2012/Council%20Period%2012/WG%20Summary%2008659655c698460f83b3e867d4b5e8fc.md), WG Opportunities (Council%2012/Council%20Period%2012/WG%20Opportunities%2065d0b516f87d495c910569bac92986e9.md), Opening Score (Council%2012/Council%20Period%2012/Opening%20Score%20e34eb58aeaab4b45bc2804442aa46e2f.md), Bounty Score (Council%2012/Council%20Period%2012/Bounty%20Score%203cc230113567485e87fe93db41113f38.md)",Builder Score (Council%2012/Council%20Period%2012/Builder%20Score%202b5d19c81dd44011adf5d62dd7bd0452.md),"Composite Grade, General WG Score, Subscore",Completed
General WG Score,Distributors,GENERAL_WG_SCORE,0.774,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,"WG Period Plan (Council%2012/Council%20Period%2012/WG%20Period%20Plan%20083e0381ff4f49fdbafad2af3d81918e.md), WG Summary (Council%2012/Council%20Period%2012/WG%20Summary%20496e5a1e846d4d75a5f3d8de0e67a6f9.md), WG Opportunities (Council%2012/Council%20Period%2012/WG%20Opportunities%203132cc2a350a460c92828e575427571d.md), Opening Score (Council%2012/Council%20Period%2012/Opening%20Score%2054b26daf08924402a18649c4981bbfea.md), Bounty Score (Council%2012/Council%20Period%2012/Bounty%20Score%20a6c0e75a20da4e09b78db45f2041b7c5.md)",Distributor Score (Council%2012/Council%20Period%2012/Distributor%20Score%207d6cf020570c4b519936a2cd1b8e7a39.md),"Composite Grade, General WG Score",Calculation
WG Period Plan,Builders,PLAN_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20bfec90b4148a4c0184cbac4a82855423.md),"Document, Forum Post, General WG Score, Grade, Plan, Proposal, Subscore",Completed
WG Period Plan,Storage,PLAN_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20744c2bf3d4c34535be8f4f4ff56974eb.md),"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",Completed
WG Period Plan,Forum,PLAN_SCORE,0.8,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%2026d436d6a638405299ac15f6c516786d.md),"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",Completed
WG Period Plan,Marketing,PLAN_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%204fad7561bd90486c9c0808f3060eff7a.md),"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",Completed
WG Period Plan,HR,PLAN_SCORE,0.8,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20cb91297f5ef646c4a12dae36eba3abe5.md),"Document, Forum Post, General WG Score, Plan, Proposal",To discuss
WG Period Plan,Distributors,PLAN_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%205052b5752f794d3386b1117850b7d15d.md),"Document, Forum Post, General WG Score, Grade, Proposal",Completed
WG Period Plan,Content,PLAN_SCORE,0.8,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20f06980011a00451e994f06bf2b6ad23a.md),"Document, Forum Post, General WG Score, Plan, Proposal",Completed
Council Period Plan,Council,PLAN_SCORE,0.9,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring#council-period-plan,,Network Performance Score (Council%2012/Council%20Period%2012/Network%20Performance%20Score%20df364e5f888146fe84fa0f66484c0bc7.md),"Document, Forum Post, Grade, Master Score, Proposal",Completed
WG Summary,Builders,SUMMARY_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20bfec90b4148a4c0184cbac4a82855423.md),"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",Completed
WG Summary,Marketing,SUMMARY_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%204fad7561bd90486c9c0808f3060eff7a.md),"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",Completed
WG Summary,Content,SUMMARY_SCORE,0.3,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20f06980011a00451e994f06bf2b6ad23a.md),"Document, Forum Post, General WG Score, Grade, Subscore, Summary",Completed
WG Summary,HR,SUMMARY_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20cb91297f5ef646c4a12dae36eba3abe5.md),"Document, Forum Post, General WG Score, Grade, Proposal, Summary",Completed
Council Period Summary,Council,SUMMARY_SCORE,1,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#council-period-summary,,Network Performance Score (Council%2012/Council%20Period%2012/Network%20Performance%20Score%20df364e5f888146fe84fa0f66484c0bc7.md),"Document, Forum Post, Grade, Master Score, Proposal",Completed
WG Summary,Storage,SUMMARY_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20744c2bf3d4c34535be8f4f4ff56974eb.md),"Document, Forum Post, General WG Score, Grade, Subscore",Completed
WG Summary,Distributors,SUMMARY_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%205052b5752f794d3386b1117850b7d15d.md),"Document, Forum Post, General WG Score, Grade, Subscore, Summary",Completed
WG Summary,Forum,SUMMARY_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,,"General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%2026d436d6a638405299ac15f6c516786d.md), General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%204fad7561bd90486c9c0808f3060eff7a.md)","Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",Completed
Lead Opportunities,Council,LEAD_OPPORTUNITIES_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring#lead-opportunities,,Network Performance Score (Council%2012/Council%20Period%2012/Network%20Performance%20Score%20df364e5f888146fe84fa0f66484c0bc7.md),"Grade, Master Score",Completed
WG Opportunities,Content,WORKER_OPPORTUNITIES_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20f06980011a00451e994f06bf2b6ad23a.md),"General WG Score, Grade, Spot Check, Subscore",Completed
WG Opportunities,Storage,WORKER_OPPORTUNITIES_SCORE,0.5,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,,"General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20744c2bf3d4c34535be8f4f4ff56974eb.md), General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20bfec90b4148a4c0184cbac4a82855423.md)","General WG Score, Grade, Spot Check, Subscore",Completed
WG Opportunities,Builders,WORKER_OPPORTUNITIES_SCORE,0.25,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,,,"General WG Score, Grade, Spot Check, Subscore",Completed
WG Opportunities,Forum,WORKER_OPPORTUNITIES_SCORE,0.167,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,,"General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%2026d436d6a638405299ac15f6c516786d.md), General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%204fad7561bd90486c9c0808f3060eff7a.md)","Document, Forum Post, General WG Score, Grade",Completed
WG Opportunities,Marketing,WORKER_OPPORTUNITIES_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,,"General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%2026d436d6a638405299ac15f6c516786d.md), General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%204fad7561bd90486c9c0808f3060eff7a.md)","Document, Forum Post, General WG Score, Grade",Completed
WG Opportunities,HR,WORKER_OPPORTUNITIES_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20cb91297f5ef646c4a12dae36eba3abe5.md),"General WG Score, Grade, Spot Check, Subscore",Completed
WG Opportunities,Distributors,WORKER_OPPORTUNITIES_SCORE,0.125,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%205052b5752f794d3386b1117850b7d15d.md),"General WG Score, Grade, Spot Check, Subscore",Completed
Report Score,Marketing,REPORT_SCORE,0.9,,,,Group Specific Scores,Completed
Storage Report,Storage,REPORT_SCORE,0.947,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#report_score,,Storage Score (Council%2012/Council%20Period%2012/Storage%20Score%203968f349f7b845b9820cbd3eac936a96.md),"Document, Forum Post, Grade, Group Specific Scores, Proposal, Report",Data input - grading req
Distributors Report,Distributors,REPORT_SCORE,0.514,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/distributors-score#report_score,,Distributor Score (Council%2012/Council%20Period%2012/Distributor%20Score%207d6cf020570c4b519936a2cd1b8e7a39.md),"Document, Forum Post, Grade, Group Specific Scores, Subscore",Completed
Builders Report,Builders,REPORT_SCORE,0.9,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score,,Builder Score (Council%2012/Council%20Period%2012/Builder%20Score%202b5d19c81dd44011adf5d62dd7bd0452.md),"Document, Forum Post, Grade, Group Specific Scores, Subscore",Completed
Forum Report,Forum,REPORT_SCORE,0.8,,,Forum Score (Council%2012/Council%20Period%2012/Forum%20Score%20058ae7e2edd64cc7abd0b755207262a5.md),"Document, Forum Post, Grade, Group Specific Scores, Subscore",Data input - grading req
HR Report,HR,REPORT_SCORE,0.95,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#report_score,,HR Score (Council%2012/Council%20Period%2012/HR%20Score%20db46b31a95e24ab890ea00725ba164a4.md),"Group Specific Scores, Subscore",Data input - grading req
Marketing Report,Marketing,REPORT_SCORE,,,,,"Document, Forum Post, Proposal, Report",Data input - grading req
Content Report,Content,REPORT_SCORE,0,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#report_score,,Content Score (Council%2012/Council%20Period%2012/Content%20Score%20b08dfe436167478896a2484a781b2310.md),"Forum Post, Group Specific Scores",Completed
Uploads,Storage,UPLOAD_SCORE,0.73,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#upload_score,,Storage Score (Council%2012/Council%20Period%2012/Storage%20Score%203968f349f7b845b9820cbd3eac936a96.md),"Grade, Group Specific Scores, Subscore",Completed
Research Score,Distributors,RESEARCH_SCORE,0,,,,"Group Specific Scores, Subscore",Completed
Research Score,Storage,RESEARCH_SCORE,0,,,,"Group Specific Scores, Subscore",Completed
Testing,Builders,TESTING_SCORE,0.733,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#testing_score,,Builder Score (Council%2012/Council%20Period%2012/Builder%20Score%202b5d19c81dd44011adf5d62dd7bd0452.md),"Grade, Group Specific Scores, Spot Check, Subscore",Completed
Pioneer Development,Builders,PIONEER_DEVELOPMENT_SCORE,0.167,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#pioneer_development_score,,Builder Score (Council%2012/Council%20Period%2012/Builder%20Score%202b5d19c81dd44011adf5d62dd7bd0452.md),"Grade, Group Specific Scores, Spot Check, Subscore",Completed
General Development,Builders,GENERAL_DEVELOPMENT_SCORE,0,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#general_development_score,,Builder Score (Council%2012/Council%20Period%2012/Builder%20Score%202b5d19c81dd44011adf5d62dd7bd0452.md),"Grade, Group Specific Scores, Spot Check, Subscore",Completed
Featuring Score,Content,FEATURING_SCORE,0.367,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#featuring_score,,Content Score (Council%2012/Council%20Period%2012/Content%20Score%20b08dfe436167478896a2484a781b2310.md),"Group Specific Scores, Subscore",Completed
Moderation Score,Forum,MODERATION_SCORE,1,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#moderation_score,,Forum Score (Council%2012/Council%20Period%2012/Forum%20Score%20058ae7e2edd64cc7abd0b755207262a5.md),"Grade, Group Specific Scores, Spot Check",Completed
Moderation Score,Content,MODERATION_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#moderation_score,Total Breaches of Policy (Council%2012/Council%20Period%2012/Total%20Breaches%20of%20Policy%2021f3921bc18e4cb1837315264ba160c3.md),Content Score (Council%2012/Council%20Period%2012/Content%20Score%20b08dfe436167478896a2484a781b2310.md),"Group Specific Scores, Subscore",Completed
Response Time,HR,RESPONSE_TIME_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#response_time_score,,HR Score (Council%2012/Council%20Period%2012/HR%20Score%20db46b31a95e24ab890ea00725ba164a4.md),"Group Specific Scores, Subscore",Completed
Person Logging Score,HR,PERSON_LOGGING_SCORE,0.667,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#person_logging_score,,HR Score (Council%2012/Council%20Period%2012/HR%20Score%20db46b31a95e24ab890ea00725ba164a4.md),"Group Specific Scores, Subscore",Completed
Interaction Logging Score,HR,INTERACTION_LOGGING_SCORE,1,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#interaction_logging_score,,HR Score (Council%2012/Council%20Period%2012/HR%20Score%20db46b31a95e24ab890ea00725ba164a4.md),"Group Specific Scores, Subscore",Completed
Bounty Score,Distributors,BOUNTY_SCORE,0.75,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%205052b5752f794d3386b1117850b7d15d.md),"General WG Score, Subscore",Completed
Bounty Score,HR,BOUNTY_SCORE,,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20cb91297f5ef646c4a12dae36eba3abe5.md),"General WG Score, Subscore",Not Completed
Bounty Score,Builders,BOUNTY_SCORE,0,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20bfec90b4148a4c0184cbac4a82855423.md),"General WG Score, Subscore",Completed
