Name,Attributes,Forum Link,Forum Report Source,Grade Name,Group,Handbook Link,JSG Grading Status,Notion Link,Notion Source Link,Parent Score,Proposal Link,Score,Score Notes,Spot Check Completed,Submitted [Block],Subscores
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Storage,,Completed,,,Storage Score (Council%2015/Council%20Period%2015/Storage%20Score%20760ea13e9ae54d969779016f0bdb811b.md),,0.7,,No,,"WG Summary (Council%2015/Council%20Period%2015/WG%20Summary%20e85816327f134854aa83ebd43af095cf.md), WG Period Plan (Council%2015/Council%20Period%2015/WG%20Period%20Plan%2018aa4e5fce0c4e4b8bcaf34da1f8103a.md), WG Opportunities (Council%2015/Council%20Period%2015/WG%20Opportunities%20b990749010aa4fa8878173b98c9fbc21.md), Opening Score (Council%2015/Council%20Period%2015/Opening%20Score%20f12bda4570274101ae2215ec19606524.md), Bounty Score (Council%2015/Council%20Period%2015/Bounty%20Score%20f2c08759002d42979617e274d8fe31e6.md)"
Person Logging Score,"Group Specific Scores, Subscore",,,PERSON_LOGGING_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#person_logging_score,Completed,,,HR Score (Council%2015/Council%20Period%2015/HR%20Score%20ee1623e1028742208dca69a4a7f71cd7.md),,1,,No,,
Permanent Data Object Loss,"Catastrophic Errors, Grade, Spot Check",,,,Storage,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/storage-providers-score.md#permanent-data-object-loss,Not Completed,,,,,,,No,,
Moderation Score,"Group Specific Scores, Subscore",,,MODERATION_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#moderation_score,Completed,,,Content Score (Council%2015/Council%20Period%2015/Content%20Score%202b8e279f4ef94e1aa9c4a60f3c903191.md),,0.75,,No,,Total Breaches of Policy (Council%2015/Council%20Period%2015/Total%20Breaches%20of%20Policy%206bc7f213039943669edcc10fed8edd96.md)
No available sources for data object,"Catastrophic Errors, Grade, Spot Check",,,,Distributors,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/distributors-score.md#catastrophic-errors,Not Completed,,,,,,,No,,
Featured Content Unplayable,"Catastrophic Errors, Grade, Spot Check",,,,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#featured-content-unplayable,Not Completed,,,Content Score (Council%2015/Council%20Period%2015/Content%20Score%202b8e279f4ef94e1aa9c4a60f3c903191.md),,,,No,,
General Development,"Grade, Group Specific Scores, Spot Check, Subscore",,,GENERAL_DEVELOPMENT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#general_development_score,Completed,,,Builder Score (Council%2015/Council%20Period%2015/Builder%20Score%20aebe8f9e28764203a96bb8a568d786f5.md),,1,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Forum,,Completed,,,Forum Score (Council%2015/Council%20Period%2015/Forum%20Score%20917d5235fbe94271bf334bd27df7262e.md),,0.8,,No,,"WG Period Plan (Council%2015/Council%20Period%2015/WG%20Period%20Plan%205a9d2ad38356455eb367acda1e3600f5.md), WG Summary (Council%2015/Council%20Period%2015/WG%20Summary%20bd54eb373a5d4433a8041572d7351773.md), WG Opportunities (Council%2015/Council%20Period%2015/WG%20Opportunities%20df3d60e5e0374a38920ce5f8072fab82.md), Opening Score (Council%2015/Council%20Period%2015/Opening%20Score%20f39f2745545542548b9c52a60a69717a.md), Bounty Score (Council%2015/Council%20Period%2015/Bounty%20Score%20a2283079dabb4c3bb0002aff294e3d6b.md), WG Opportunities (Council%2015/Council%20Period%2015/WG%20Opportunities%20b3c4ee0f30f7419489c909a2b7626c86.md), Bounty Score (Council%2015/Council%20Period%2015/Bounty%20Score%205e54a2471cc9475ca01b83c95252bf3d.md), Opening Score (Council%2015/Council%20Period%2015/Opening%20Score%202613a2133a2e4b7692ab149de344b2f2.md)"
General WG Score,"Composite Grade, General WG Score, Subscore",,,GENERAL_WG_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#general_wg_score,Completed,,,Builder Score (Council%2015/Council%20Period%2015/Builder%20Score%20aebe8f9e28764203a96bb8a568d786f5.md),,0.9,,No,,"WG Period Plan (Council%2015/Council%20Period%2015/WG%20Period%20Plan%20b2859334866f49b4b6a36c73c19fd3c0.md), WG Summary (Council%2015/Council%20Period%2015/WG%20Summary%20ed8e61823ccb4556bab306382c9edccd.md), WG Opportunities (Council%2015/Council%20Period%2015/WG%20Opportunities%20b990749010aa4fa8878173b98c9fbc21.md), Opening Score (Council%2015/Council%20Period%2015/Opening%20Score%203c7c2c89bb5541e196f7fde860e7032f.md), Bounty Score (Council%2015/Council%20Period%2015/Bounty%20Score%204621bf4a303048379649683f39feacdf.md)"
Total Breaches of Policy,"Catastrophic Errors, Grade, Spot Check",,,TOTAL_BREACHES_OF_POLICY,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#moderation_score,Not Completed,,,"Moderation Score (Council%2015/Council%20Period%2015/Moderation%20Score%206fc6ce54b4604f16b4d64885058929c6.md), Migration Score (Council%2015/Council%20Period%2015/Migration%20Score%20aa428a9e4916491fa780e636a30bd6a5.md)",,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,Completed,,,Content Score (Council%2015/Council%20Period%2015/Content%20Score%202b8e279f4ef94e1aa9c4a60f3c903191.md),,0.735,,No,,"WG Opportunities (Council%2015/Council%20Period%2015/WG%20Opportunities%20b7bddb681cff48e5b0c7fdcf08ca1ef9.md), WG Summary (Council%2015/Council%20Period%2015/WG%20Summary%208064f64653cc48aeb22bbb71b8f4153b.md), WG Period Plan (Council%2015/Council%20Period%2015/WG%20Period%20Plan%202195ca4aedd94e8b829aaf3bf54d1f8b.md), Opening Score (Council%2015/Council%20Period%2015/Opening%20Score%20955e033b55ad47269c8e12f1188f1f8f.md), Bounty Score (Council%2015/Council%20Period%2015/Bounty%20Score%20d7849d940bd141c8b8c93c1b01b6957f.md)"
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Completed,,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20320634e5f5a048668af5d0d675507e40.md),,0.333,,No,,
Distributor Score,"Composite Grade, Master Score",,,DISTRIBUTOR_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/distributors-score.md#score,Completed,,,Network Performance Score (Council%2015/Council%20Period%2015/Network%20Performance%20Score%2065a72b4d8614419d98487f7ad30e8b17.md),,0.53,,No,,"System (Council%2015/Council%20Period%2015/System%205397e0ed9e7c4d58817e35a56b42e588.md), General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%206b3c5fae2ac0411782d52f7e8d32682a.md), Distributors Report (Council%2015/Council%20Period%2015/Distributors%20Report%209920a32f7e894987b0697f7118ca7653.md)"
WG Summary,"Document, Forum Post, General WG Score, Grade, Proposal, Summary",https://dao.joystream.org/#/forum/thread/443,,SUMMARY_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20320634e5f5a048668af5d0d675507e40.md),,1,On time,No,1608093,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Storage,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%205e6e69ef2f6a4ed2936b7191139065fb.md),,0,,No,,
Council Period Summary,"Document, Forum Post, Grade, Master Score, Proposal",https://dao.joystream.org/#/forum/thread/412?post=917,https://dao.joystream.org/#/forum/category/4,SUMMARY_SCORE,Council,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#council-period-summary,Completed,,,Network Performance Score (Council%2015/Council%20Period%2015/Network%20Performance%20Score%2065a72b4d8614419d98487f7ad30e8b17.md),,1,On time,No,1612048,
Marketing Report,"Document, Forum Post, Proposal, Report",https://dao.joystream.org/#/forum/thread/437,,REPORT_SCORE,Marketing,,Data input - grading req,,,,,,On time,No,1601797,
WG Opportunities,"Document, Forum Post, General WG Score, Grade",,,WORKER_OPPORTUNITIES_SCORE,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Completed,,,"General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20327cabeca9dd452ca395dd43965aedac.md), General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20581584cd10e945ebaebd068a1c79df31.md)",,0.5,,No,,
Recruiting Score,Group Specific Scores,,,RECRUITING_SCORE,Marketing,,Completed,,,,,1,,No,,
Documentation Score,Group Specific Scores,,,DOCUMENTATION_SCORE,Marketing,,Completed,,,,,0.65,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",https://dao.joystream.org/#/forum/thread/436,https://dao.joystream.org/#/forum/category/12,SUMMARY_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%204a85dd59ca73468aa54f3b0820d3f7ad.md),,1,On time,No,1601458,
System,"Grade, Group Specific Scores, Subscore",,,SYSTEM_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#system_score,Completed,,,Storage Score (Council%2015/Council%20Period%2015/Storage%20Score%20760ea13e9ae54d969779016f0bdb811b.md),,0.5,,No,,
Distributors Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",https://dao.joystream.org/#/forum/thread/430,https://dao.joystream.org/#/forum/category/15,REPORT_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/distributors-score#report_score,Data input - grading req,"Untitled (https://www.notion.so/e4ea2a85b1a84f88ba97c3580f685a09?pvs=21) ",,Distributor Score (Council%2015/Council%20Period%2015/Distributor%20Score%205ac7a53a69964ecbbe889e7e65dfcc1f.md),,0.65,On time,No,1587101,
Pioneer Development,"Grade, Group Specific Scores, Spot Check, Subscore",,,PIONEER_DEVELOPMENT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#pioneer_development_score,Completed,,,Builder Score (Council%2015/Council%20Period%2015/Builder%20Score%20aebe8f9e28764203a96bb8a568d786f5.md),,1,,No,,
Storage Score,"Composite Grade, Master Score",,,STORAGE_SCORE,Storage,,Completed,,,Network Performance Score (Council%2015/Council%20Period%2015/Network%20Performance%20Score%2065a72b4d8614419d98487f7ad30e8b17.md),,0.614,,No,,"Uploads (Council%2015/Council%20Period%2015/Uploads%20e709ac3b0a624567a574c686e823baa0.md), General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%205e6e69ef2f6a4ed2936b7191139065fb.md), System (Council%2015/Council%20Period%2015/System%207ee5a049da8f46088fcef47db658791b.md), Storage Report (Council%2015/Council%20Period%2015/Storage%20Report%20d75ac92f8a8b4e0895a4cf7582f2485d.md), Cost (Council%2015/Council%20Period%2015/Cost%2037ef3d0013b6479592a89e29cda20e1d.md)"
WG Summary,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",https://dao.joystream.org/#/forum/thread/435,,SUMMARY_SCORE,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20581584cd10e945ebaebd068a1c79df31.md),,0.8,"Incorrect Data, On time",No,1599117,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20ef200c40829449628f014f7d2b5dff74.md),,0.875,,No,,
WG Opportunities,"Document, Forum Post, General WG Score, Grade",,,WORKER_OPPORTUNITIES_SCORE,Forum,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Completed,,,"General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20327cabeca9dd452ca395dd43965aedac.md), General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20581584cd10e945ebaebd068a1c79df31.md)",,1,,No,,
Member Faucet Empty,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#member-faucet-empty,Completed,,,,,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Plan, Proposal, Subscore",https://dao.joystream.org/#/forum/thread/47?post=833,https://dao.joystream.org/#/forum/thread/47,PLAN_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%204a85dd59ca73468aa54f3b0820d3f7ad.md),,1,On time,No,1520006,
HR Report,"Group Specific Scores, Subscore",https://dao.joystream.org/#/forum/thread/443?post=915,,REPORT_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#report_score,Completed,,,HR Score (Council%2015/Council%20Period%2015/HR%20Score%20ee1623e1028742208dca69a4a7f71cd7.md),,0.95,On time,No,1611395,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Completed,,,,,0.5,,No,,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Completed,,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%206b3c5fae2ac0411782d52f7e8d32682a.md),,0.25,,No,,
Forum Score,"Composite Grade, Master Score",,,FORUM_SCORE,Forum,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#score,Completed,,,,,0.85,,No,,"Forum Report (Council%2015/Council%20Period%2015/Forum%20Report%20255c6f5963c24885bb6e2742ffdc8ad0.md), General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20327cabeca9dd452ca395dd43965aedac.md), Moderation Score (Council%2015/Council%20Period%2015/Moderation%20Score%201a7348e2181e4ccd8b59be416c204269.md), General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20581584cd10e945ebaebd068a1c79df31.md)"
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Forum,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,"General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20327cabeca9dd452ca395dd43965aedac.md), General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20581584cd10e945ebaebd068a1c79df31.md)",,1,,No,,
Violation of Content Policy,Catastrophic Errors,,,,Forum,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#catastrophic-errors,Not Completed,,,,,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,Completed,,,HR Score (Council%2015/Council%20Period%2015/HR%20Score%20ee1623e1028742208dca69a4a7f71cd7.md),,0.666,,No,,"WG Period Plan (Council%2015/Council%20Period%2015/WG%20Period%20Plan%2073e3c1c418d34609b6a574e796edd3ec.md), WG Summary (Council%2015/Council%20Period%2015/WG%20Summary%20f159f567eac54ec59e74cf89f86731dc.md), WG Opportunities (Council%2015/Council%20Period%2015/WG%20Opportunities%20232d6ba394c1460cac9e4a1e7db7ebf0.md), Opening Score (Council%2015/Council%20Period%2015/Opening%20Score%204244288b976e4357ae789ee82bd3e470.md), Bounty Score (Council%2015/Council%20Period%2015/Bounty%20Score%20056fc046914b46719841702b5d79fb03.md)"
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Marketing,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,"General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20327cabeca9dd452ca395dd43965aedac.md), General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20581584cd10e945ebaebd068a1c79df31.md)",,1,,No,,
