Name,Attributes,Forum Link,Forum Report Source,Grade Name,Group,Handbook Link,JSG Grading Status,Notion Link,Notion Source Link,Parent Score,Proposal Link,Score,Score Notes,Spot Check Completed,Submitted [Block],Subscores
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Forum,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,"General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%201ba8694baa7b4a02bbd6080866e24aae.md), General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%203bd013081cde4ced81e868e623ecc9c1.md)",,,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore, Summary",,https://dao.joystream.org/#/forum/category/11,SUMMARY_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Not Completed,"CWG summary (https://www.notion.so/CWG-summary-2a1c521512fe4f6cb2680a4f5e1bfe64?pvs=21) ",,General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%20dd837f8c7c9c434298754e6e9c003ae9.md),,,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",,https://dao.joystream.org/#/forum/category/12,SUMMARY_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Not Completed,,,General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%202e8f7021827948c59166c5c9b3fc043e.md),,,,No,,
Bounty Management Score,"Group Specific Scores, Subscore",,,BOUNTY_MANAGEMENT_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#bounty_score,Not Completed,,,HR Score (Council%2025/Council%20Period%2017/HR%20Score%2014d31e1685cf405db55f7d432fa3721a.md),,,,No,,
Interaction Logging Score,"Group Specific Scores, Subscore",,,INTERACTION_LOGGING_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#interaction_logging_score,Not Completed,,,HR Score (Council%2025/Council%20Period%2017/HR%20Score%2014d31e1685cf405db55f7d432fa3721a.md),,,,No,,
Response Time,"Group Specific Scores, Subscore",,,RESPONSE_TIME_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#response_time_score,Not Completed,,,HR Score (Council%2025/Council%20Period%2017/HR%20Score%2014d31e1685cf405db55f7d432fa3721a.md),,,,No,,
Unwarranted deletion,Catastrophic Errors,,,,Forum,,Not Completed,,,,,,,No,,
No available sources for data object,"Catastrophic Errors, Grade, Spot Check",,,,Distributors,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/distributors-score.md#catastrophic-errors,Not Completed,,,,,,,No,,
Logging does not occur,"Catastrophic Errors, Grade, Spot Check",,,,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#catastrophic-errors,Not Completed,,,Content Score (Council%2025/Council%20Period%2017/Content%20Score%20059f031312eb4f2bbd9b21275240e877.md),,,,No,,
Lead Opportunities,"Grade, Master Score",,,LEAD_OPPORTUNITIES_SCORE,Council,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring#lead-opportunities,Not Completed,,,Network Performance Score (Council%2025/Council%20Period%2017/Network%20Performance%20Score%20c50f14132a0b46e79f6485265eceee9a.md),,,,No,,
Curation Testing Score,"Group Specific Scores, Subscore",,,CURATION_TESTING_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#moderation_score,Not Completed,,,Content Score (Council%2025/Council%20Period%2017/Content%20Score%20059f031312eb4f2bbd9b21275240e877.md),,,,No,,Total Breaches of Policy (Council%2025/Council%20Period%2017/Total%20Breaches%20of%20Policy%204af8bd1bdd6a4f6782a5d2993a5cf2f1.md)
Meeting score,"Forum Post, Master Score",,,MEETING_SCORE,Council,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring#council-handover-meeting,Not Completed,,,Network Performance Score (Council%2025/Council%20Period%2017/Network%20Performance%20Score%20c50f14132a0b46e79f6485265eceee9a.md),,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Marketing,,Not Completed,,,Forum Score (Council%2025/Council%20Period%2017/Forum%20Score%20ff2f7ae725204735b9797c7d10e14e3c.md),,,,No,,"WG Summary (Council%2025/Council%20Period%2017/WG%20Summary%2031fdcc863bb3482795a54a1f532f7204.md), WG Opportunities (Council%2025/Council%20Period%2017/WG%20Opportunities%2003f7b0295961499e8436525273c3ce3c.md), Opening Score (Council%2025/Council%20Period%2017/Opening%20Score%20a8c5c65f623c42808c213b79e98858a3.md), Bounty Score (Council%2025/Council%20Period%2017/Bounty%20Score%20462e98f072e1487fba5bf2c20a11c6f7.md), WG Period Plan (Council%2025/Council%20Period%2017/WG%20Period%20Plan%20dfd31bd36acf45b18f16d33168baf9d7.md), WG Summary (Council%2025/Council%20Period%2017/WG%20Summary%208b63cef660f74999b9c6dbd72c9b9de3.md), WG Opportunities (Council%2025/Council%20Period%2017/WG%20Opportunities%20f7c13fff2792487994000021a92f19aa.md), Bounty Score (Council%2025/Council%20Period%2017/Bounty%20Score%20f033d34866cb4b97b230183ff36117c3.md), Opening Score (Council%2025/Council%20Period%2017/Opening%20Score%208907f9fffe5547838fe953ed152e60af.md)"
WG Period Plan,"Document, Forum Post, General WG Score, Plan, Proposal",,,PLAN_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%20dd837f8c7c9c434298754e6e9c003ae9.md),,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",,,PLAN_SCORE,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%203bd013081cde4ced81e868e623ecc9c1.md),,,,No,,
Permanent Data Object Loss,"Catastrophic Errors, Grade, Spot Check",,,,Storage,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/storage-providers-score.md#permanent-data-object-loss,Not Completed,,,,,,,No,,
Pioneer Development,"Grade, Group Specific Scores, Spot Check, Subscore",,,PIONEER_DEVELOPMENT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#pioneer_development_score,Not Completed,,,Builder Score (Council%2025/Council%20Period%2017/Builder%20Score%2097f2d5f803024cd9a1b85e23cdf2ddb7.md),,,,No,,
Recruiting Score,Group Specific Scores,,,RECRUITING_SCORE,Marketing,,Not Completed,,,,,,,No,,
Uploads,"Grade, Group Specific Scores, Subscore",,,UPLOAD_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#upload_score,Not Completed,,,Storage Score (Council%2025/Council%20Period%2017/Storage%20Score%203bf1ee3d26cd4087b4b0ce442be0a9ea.md),,,,No,,
Incorrect Reporting,"Catastrophic Errors, Grade, Spot Check",,,,Storage,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/storage-providers-score.md#incorrect-reporting,Not Completed,,,,,,,No,,
WG Opportunities,"Document, Forum Post, General WG Score, Grade",,,WORKER_OPPORTUNITIES_SCORE,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,"General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%201ba8694baa7b4a02bbd6080866e24aae.md), General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%203bd013081cde4ced81e868e623ecc9c1.md)",,,,No,,
Council Period Parameters,,,,,JSG,,Not Completed,,,,,,,No,,
Violation of Content Policy,Catastrophic Errors,,,,Forum,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#catastrophic-errors,Not Completed,,,,,,,No,,
General Development,"Grade, Group Specific Scores, Spot Check, Subscore",,,GENERAL_DEVELOPMENT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#general_development_score,Not Completed,,,Builder Score (Council%2025/Council%20Period%2017/Builder%20Score%2097f2d5f803024cd9a1b85e23cdf2ddb7.md),,,,No,,
Marketing Report,"Document, Forum Post, Proposal, Report",,,REPORT_SCORE,Marketing,,Not Completed,,,,,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Marketing,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,"General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%201ba8694baa7b4a02bbd6080866e24aae.md), General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%203bd013081cde4ced81e868e623ecc9c1.md)",,,,No,,
Documentation Score,Group Specific Scores,,,DOCUMENTATION_SCORE,Marketing,,Not Completed,,,,,,,No,,
Failure to apply moderation rules,"Catastrophic Errors, Grade, Spot Check",,,,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#failure-to-apply-moderation-rules,Not Completed,,,Content Score (Council%2025/Council%20Period%2017/Content%20Score%20059f031312eb4f2bbd9b21275240e877.md),,,,No,,
Research Score,"Group Specific Scores, Subscore",,,RESEARCH_SCORE,Distributors,,Not Completed,,,,,,,No,,
Missed runtime upgrade,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#missed-runtime-upgrade,Not Completed,,,,,,,No,,
Documentation Score,"Grade, Subscore",,,DOCUMENTATION_SCORE,Marketing,,Not Completed,,,,,,,No,,
Member Faucet Empty,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#member-faucet-empty,Not Completed,,,,,,,No,,
Network Performance Score,"Composite Grade, Master Score, Overall Grade",,,NETWORK_PERFORMANCE_SCORE,Network,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#overview,Not Completed,,,,,,,No,,"Builder Score (Council%2025/Council%20Period%2017/Builder%20Score%2097f2d5f803024cd9a1b85e23cdf2ddb7.md), Content Score (Council%2025/Council%20Period%2017/Content%20Score%20059f031312eb4f2bbd9b21275240e877.md), Distributor Score (Council%2025/Council%20Period%2017/Distributor%20Score%200ff45011ebb44b2e9afef0710fe990b9.md), Storage Score (Council%2025/Council%20Period%2017/Storage%20Score%203bf1ee3d26cd4087b4b0ce442be0a9ea.md), HR Score (Council%2025/Council%20Period%2017/HR%20Score%2014d31e1685cf405db55f7d432fa3721a.md), Council Period Summary (Council%2025/Council%20Period%2017/Council%20Period%20Summary%20e56bc4e8ab5a4814b3054d97e285dca6.md), Council Period Plan (Council%2025/Council%20Period%2017/Council%20Period%20Plan%20d832a0f810de4f06a596965c29e1fb76.md), Lead Opportunities (Council%2025/Council%20Period%2017/Lead%20Opportunities%205fd82959122b4b948563125ad7b9bdc4.md), Meeting score (Council%2025/Council%20Period%2017/Meeting%20score%20fc0ab039b9144257b102f0c07c121bbe.md)"
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal",,,PLAN_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%20c1c348a736cd4f71b58f5945084cd0ed.md),,,,No,,
Forum Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",,,REPORT_SCORE,Forum,,Not Completed,,,Forum Score (Council%2025/Council%20Period%2017/Forum%20Score%20ff2f7ae725204735b9797c7d10e14e3c.md),,,,No,,
Storage Report,"Document, Forum Post, Grade, Group Specific Scores, Proposal, Report",,https://dao.joystream.org/#/forum/category/13,REPORT_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#report_score,Not Completed,,,Storage Score (Council%2025/Council%20Period%2017/Storage%20Score%203bf1ee3d26cd4087b4b0ce442be0a9ea.md),,,,No,,
Builder Score,"Composite Grade, Master Score",,,BUILDER_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#score,Not Completed,,,Network Performance Score (Council%2025/Council%20Period%2017/Network%20Performance%20Score%20c50f14132a0b46e79f6485265eceee9a.md),,,,No,,"General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%202e8f7021827948c59166c5c9b3fc043e.md), Builders Report (Council%2025/Council%20Period%2017/Builders%20Report%2033d805e515ab4b8183e111b037b28762.md), Testing (Council%2025/Council%20Period%2017/Testing%201ba6ab259e154111bf99d802c531657e.md), Pioneer Development (Council%2025/Council%20Period%2017/Pioneer%20Development%20bd3d6eed1c3a4eb6ad50b2370ff1c5dc.md), General Development (Council%2025/Council%20Period%2017/General%20Development%208ff47003681c48a297a258304f04b07d.md)"
Workflow Violation,Catastrophic Errors,,,,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/marketers-score#inadequate-report-1,Not Completed,,,,,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Storage,,Not Completed,,,Storage Score (Council%2025/Council%20Period%2017/Storage%20Score%203bf1ee3d26cd4087b4b0ce442be0a9ea.md),,,,No,,"WG Summary (Council%2025/Council%20Period%2017/WG%20Summary%20d39fa8a10f19489883de0e60bf0dd396.md), WG Period Plan (Council%2025/Council%20Period%2017/WG%20Period%20Plan%20c3520f08061a413ebd75cdbbdde943ee.md), WG Opportunities (Council%2025/Council%20Period%2017/WG%20Opportunities%201d9e38b28c7b48269046bc3fdef320b9.md), Opening Score (Council%2025/Council%20Period%2017/Opening%20Score%200bb87e3e55e74fd0af176db791d37a2d.md), Bounty Score (Council%2025/Council%20Period%2017/Bounty%20Score%20a23c0ae1f6b04e24ab7971dbc27777bb.md)"
Logging,"Grade, Group Specific Scores, Subscore",,,LOGGING_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#system_score,Not Completed,,,Storage Score (Council%2025/Council%20Period%2017/Storage%20Score%203bf1ee3d26cd4087b4b0ce442be0a9ea.md),,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%20b3436e8f2696406284bd27cb93fd173b.md),,,,No,,
Report Score,Group Specific Scores,,,REPORT_SCORE,Marketing,,Not Completed,,,,,,,No,,
Content Score,"Composite Grade, Master Score",,,CONTENT_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#score,Not Completed,,,Network Performance Score (Council%2025/Council%20Period%2017/Network%20Performance%20Score%20c50f14132a0b46e79f6485265eceee9a.md),,,,No,,"General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%20dd837f8c7c9c434298754e6e9c003ae9.md), Content Report (Council%2025/Council%20Period%2017/Content%20Report%2059bc1a51e12145f0b7b69b7a6974240a.md), Featuring Score (Council%2025/Council%20Period%2017/Featuring%20Score%20b8d392ca86dc441bbf9b13278f2b153e.md), Moderation Score (Council%2025/Council%20Period%2017/Moderation%20Score%2042de01cb95784842847a028b57e7df51.md), Logging does not occur (Council%2025/Council%20Period%2017/Logging%20does%20not%20occur%20dacbb825d1554b7bb0e0f520d0d2a4eb.md), Featured Content Unplayable (Council%2025/Council%20Period%2017/Featured%20Content%20Unplayable%20526258e861024308a684987fad2b664b.md), Failure to apply moderation rules (Council%2025/Council%20Period%2017/Failure%20to%20apply%20moderation%20rules%20002e78b5d2454a7793294c8d17202abb.md), Curation Testing Score (Council%2025/Council%20Period%2017/Curation%20Testing%20Score%20dde5c683877240f6942da4b2c8be0c2c.md)"
Testing,"Grade, Group Specific Scores, Spot Check, Subscore",,,TESTING_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#testing_score,Not Completed,,,Builder Score (Council%2025/Council%20Period%2017/Builder%20Score%2097f2d5f803024cd9a1b85e23cdf2ddb7.md),,,,No,,
Marketing Score,Master Score,,,MARKETER_SCORE,Marketing,,Not Completed,,,,,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Forum,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,"General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%201ba8694baa7b4a02bbd6080866e24aae.md), General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%203bd013081cde4ced81e868e623ecc9c1.md)",,,,No,,
Research Score,"Group Specific Scores, Subscore",,,RESEARCH_SCORE,Storage,,Not Completed,,,,,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,Not Completed,,,Content Score (Council%2025/Council%20Period%2017/Content%20Score%20059f031312eb4f2bbd9b21275240e877.md),,,,No,,"WG Opportunities (Council%2025/Council%20Period%2017/WG%20Opportunities%202ba7318e8928423d948b6ce9594c0894.md), WG Summary (Council%2025/Council%20Period%2017/WG%20Summary%208ad05297e14f497d90cb83ef18cdd8ff.md), WG Period Plan (Council%2025/Council%20Period%2017/WG%20Period%20Plan%2097b929c9d7714233a4048ee92a070dba.md), Opening Score (Council%2025/Council%20Period%2017/Opening%20Score%20b7df3fd6418942b7a7fe57c14e99658b.md), Bounty Score (Council%2025/Council%20Period%2017/Bounty%20Score%20f8920ba3c37a495189758430d5295e22.md)"
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,"General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%20942729f52ab6475b9ab74e15b63de864.md), General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%202e8f7021827948c59166c5c9b3fc043e.md)",,,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%20b3436e8f2696406284bd27cb93fd173b.md),,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Plan, Proposal, Subscore",https://dao.joystream.org/#/forum/thread/47?post=640,https://dao.joystream.org/#/forum/thread/47,PLAN_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%202e8f7021827948c59166c5c9b3fc043e.md),,,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%202e8f7021827948c59166c5c9b3fc043e.md),,,,No,,
Distributor Score,"Composite Grade, Master Score",,,DISTRIBUTOR_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/distributors-score.md#score,Not Completed,,,Network Performance Score (Council%2025/Council%20Period%2017/Network%20Performance%20Score%20c50f14132a0b46e79f6485265eceee9a.md),,,,No,,"System (Council%2025/Council%20Period%2017/System%200182ab8aaa9f4f988140aa4009ae4e31.md), General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%20c1c348a736cd4f71b58f5945084cd0ed.md), Distributors Report (Council%2025/Council%20Period%2017/Distributors%20Report%20f95c332aa0dc49f983ddf5194b27ba86.md)"
Featured Content Unplayable,"Catastrophic Errors, Grade, Spot Check",,,,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#featured-content-unplayable,Not Completed,,,Content Score (Council%2025/Council%20Period%2017/Content%20Score%20059f031312eb4f2bbd9b21275240e877.md),,,,No,,
Upgrading non-Jsgenesis runtime,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#upgrading-non-jsgenesis-runtime,Not Completed,,,,,,,No,,
Moderation Score,"Grade, Group Specific Scores, Spot Check",,,MODERATION_SCORE,Forum,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#moderation_score,Not Completed,,,Forum Score (Council%2025/Council%20Period%2017/Forum%20Score%20ff2f7ae725204735b9797c7d10e14e3c.md),,,,No,,
